subject,lab,model,nll
FMR019,angelakilab,learning_history,0.38237582010994525
FMR019,angelakilab,long_evidence,0.3837321712778143
FMR019,angelakilab,long_history,0.38265049157689335
FMR019,angelakilab,outcome_history,0.38157957239726875
FMR020,angelakilab,combined_evidence,0.3488069761356056
FMR020,angelakilab,combined_history,0.3489467468932742
FMR020,angelakilab,evidence_history,0.3550110907647639
FMR020,angelakilab,learning_evidence,0.3561119373413969
FMR020,angelakilab,learning_history,0.3563669932201315
FMR020,angelakilab,long_evidence,0.34953855958214053
FMR020,angelakilab,long_history,0.3498022614087989
FMR020,angelakilab,outcome_history,0.355537060721361
FMR025,angelakilab,combined_evidence,0.3558255530536176
FMR025,angelakilab,combined_history,0.3553816726963984
FMR025,angelakilab,evidence_history,0.37397368107322915
FMR025,angelakilab,learning_evidence,0.3680426242427534
FMR025,angelakilab,learning_history,0.3678980127950443
FMR025,angelakilab,long_evidence,0.3556697951539383
FMR025,angelakilab,long_history,0.35515825682645263
FMR025,angelakilab,outcome_history,0.3738276433416694
FMR028,angelakilab,combined_evidence,0.4085187705706782
FMR028,angelakilab,combined_history,0.40938864630618
FMR028,angelakilab,evidence_history,0.41519489781721025
FMR028,angelakilab,learning_evidence,0.4239158576937134
FMR028,angelakilab,learning_history,0.42504989182173913
FMR028,angelakilab,long_evidence,0.4104745812601886
FMR028,angelakilab,long_history,0.4117313637967756
FMR028,angelakilab,outcome_history,0.41620852866730446
IBL-T1,angelakilab,combined_evidence,0.33693342238447466
IBL-T1,angelakilab,combined_history,0.3374507265109522
IBL-T1,angelakilab,evidence_history,0.350499499610649
IBL-T1,angelakilab,learning_evidence,0.3504109347405795
IBL-T1,angelakilab,learning_history,0.35096824171419283
IBL-T1,angelakilab,long_evidence,0.338109500154405
IBL-T1,angelakilab,long_history,0.33882681390689634
IBL-T1,angelakilab,outcome_history,0.35102993994593973
IBL-T2,angelakilab,combined_evidence,0.2962751071040299
IBL-T2,angelakilab,combined_history,0.2955255315245974
IBL-T2,angelakilab,evidence_history,0.299246799571114
IBL-T2,angelakilab,learning_evidence,0.29912813486106093
IBL-T2,angelakilab,learning_history,0.2979615532734564
IBL-T2,angelakilab,long_evidence,0.29665864785420604
IBL-T2,angelakilab,long_history,0.29589864675987015
